unique_id,race,race_imputed,imputation_probability,date,city,state,zip,county,agencies,highest_force,armed,weapon,aggressive,fleeing,intended_use_of_force,GEOID,NAME,IncomeE,IncomeM,Total_popE,Total_popM,NH_WhiteE,NH_WhiteM,NH_BlackE,NH_BlackM,NH_AsianE,NH_AsianM,Hisp_LatinoE,Hisp_LatinoM,income_tertile,income_quartile,income_quintiles,income_quintiles_nolab,income_sextile,income_septile,income_octile,income_nonile,income_decile,income_15_quant,income_ventile,income_50_quantiles,income_bins,income_bins_100,NH_WhiteP,NH_BlackP,NH_AsianP,Hisp_LatinoP,Majority
28502,Black,Black,NA,2020-07-29,Lake Charles,LA,70601,Calcasieu,Lake Charles Police Department,Gunshot,Armed,Firearm/Gun,Uncertain,Fleeing/Vehicle,Deadly force,22019000800,"Census Tract 8, Calcasieu Parish, Louisiana",45618,16988,3508,621,1354,322,2075,550,22,19,34,52,1,1,2nd Quintile,2,2,2,2,3,3,4,5,12,48,24,0.38597491448118587,0.5915051311288484,0.006271379703534778,0.009692132269099202,Black
28504,Other/Unknown,White,0.978549,2020-07-29,Golden Valley,AZ,86413,Mohave,Mohave County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Sudden threatening movement,Not fleeing,Deadly force,04015950603,"Census Tract 9506.03, Mohave County, Arizona",32845,14611,3199,653,2749,547,0,13,0,13,208,187,1,1,1st Quintile,1,1,1,1,1,1,2,2,5,17,9,0.859331040950297,0,0,0.06502031884964052,White
28494,Other/Unknown,White,0.968823,2020-07-28,Canton,NC,28716,Haywood,Haywood County Sheriff's Office,Gunshot,Armed,Firearm/Rifle,Used weapon,Not fleeing,Deadly force,37087920202,"Census Tract 9202.02, Haywood County, North Carolina",54160,9482,5586,775,5407,782,44,50,0,19,89,118,2,2,2nd Quintile,2,3,3,3,4,4,6,8,19,75,38,0.9679556032939491,0.007876834944504118,0,0.01593268886501969,White
28495,White,White,NA,2020-07-28,North Port,FL,34287,Sarasota,North Port Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,12115002739,"Census Tract 27.39, Sarasota County, Florida",51250,19223,3985,715,3379,713,154,108,171,158,120,100,1,2,2nd Quintile,2,2,3,3,3,4,5,7,17,65,33,0.8479297365119197,0.03864491844416562,0.04291091593475533,0.030112923462986198,White
28498,Other/Unknown,Hispanic/Latino,0.993299,2020-07-28,El Paso,TX,79902,El Paso,University of Texas at El Paso Police Department,Tasered,Unarmed,None,Struggled,Not fleeing,Less-than-lethal force,48141001400,"Census Tract 14, El Paso County, Texas",24966,3524,2264,330,208,143,113,69,296,186,1645,302,1,1,1st Quintile,1,1,1,1,1,1,1,1,2,6,3,0.09187279151943463,0.04991166077738516,0.13074204946996468,0.7265901060070671,Hispanic/Latino
28500,Other/Unknown,Other/Unknown,NA,2020-07-28,Platte City,MO,64079,Platte,Platte County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Self-inflicted injury,Not fleeing,No,29165030501,"Census Tract 305.01, Platte County, Missouri",63015,16208,3159,743,2963,764,96,81,14,27,36,49,2,3,3rd Quintile,3,4,4,5,5,6,8,11,26,102,51,0.9379550490661602,0.030389363722697058,0.004431782209559987,0.011396011396011397,White
28526,White,White,NA,2020-07-28,Kihei,HI,96753,Maui,Maui Police Department,Gunshot,Unarmed,None,None,Not fleeing,No,15009030709,"Census Tract 307.09, Maui County, Hawaii",69271,6567,3855,404,2753,311,66,54,339,133,220,169,2,3,3rd Quintile,3,4,5,5,6,6,9,12,30,118,59,0.7141374837872893,0.017120622568093387,0.08793774319066149,0.057068741893644616,White
28491,Hispanic/Latino,Hispanic/Latino,NA,2020-07-27,Carmel,IN,46033,Hamilton,Carmel Police Department,Gunshot,Armed,Firearm/Gun,Brandished weapon,Fleeing/Foot,Deadly force,18057110911,"Census Tract 1109.11, Hamilton County, Indiana",141400,12164,6456,614,4378,469,356,245,1078,240,607,454,3,4,5th Quintile,5,6,7,8,9,10,15,20,48,191,96,0.6781288723667905,0.05514250309789343,0.16697645600991326,0.09402106567534077,White
28488,White,White,NA,2020-07-26,Mount Airy,NC,27030,Surry,Mount Airy Police Department,Gunshot,Armed,Edged weapon/Knife,Uncertain,Not fleeing,Deadly force,37171930502,"Census Tract 9305.02, Surry County, North Carolina",28272,3558,3039,444,2503,350,222,130,63,96,139,115,1,1,1st Quintile,1,1,1,1,1,1,1,1,3,10,5,0.8236261928265877,0.07305034550839092,0.02073050345508391,0.04573872984534386,White
28489,Other/Unknown,Other/Unknown,NA,2020-07-26,Chicago,IL,60657,Cook,Chicago Police Department,Gunshot,Armed,Firearm/Gun,Self-inflicted injury,Not fleeing,No,17031061901,"Census Tract 619.01, Cook County, Illinois",54516,13861,3384,444,2270,355,225,241,441,154,385,218,2,2,2nd Quintile,2,3,3,4,4,4,6,8,20,77,39,0.6708037825059102,0.06648936170212766,0.13031914893617022,0.11377068557919622,White
28490,Hispanic/Latino,Hispanic/Latino,NA,2020-07-26,New York City,NY,10460,Bronx,City of New York Police Department,Gunshot,Unarmed,None,None,Not fleeing,No,36005039300,"Census Tract 393, Bronx County, New York",21073,6734,8150,1302,270,204,3144,1176,24,39,4523,730,1,1,1st Quintile,1,1,1,1,1,1,1,1,1,3,2,0.033128834355828224,0.3857668711656442,0.00294478527607362,0.5549693251533743,Hispanic/Latino
28473,White,White,NA,2020-07-25,Salt Lake City,UT,84102,Salt Lake,Salt Lake City Police Department,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,49035102000,"Census Tract 1020, Salt Lake County, Utah",41988,3683,2614,345,1833,303,10,16,142,85,485,216,1,1,1st Quintile,1,2,2,2,2,2,3,4,10,38,19,0.7012241775057383,0.0038255547054322878,0.05432287681713849,0.18553940321346596,White
28474,White,White,NA,2020-07-25,The Village,OK,73120,Oklahoma,The Village Police Department,Gunshot,Armed,Blunt object/Baseball bat,Brandished weapon,Not fleeing,Deadly force,40109106403,"Census Tract 1064.03, Oklahoma County, Oklahoma",55920,8150,4927,494,4014,466,114,139,157,176,226,122,2,2,3rd Quintile,3,3,3,4,4,5,7,9,21,81,41,0.8146945402882079,0.02313781205601786,0.03186523239293688,0.04586969758473716,White
28469,Black,Black,NA,2020-07-24,Roxboro,NC,27573,Person,Roxboro Police Department,Gunshot,Armed,Firearm/Shotgun,Sudden threatening movement,Not fleeing,Deadly force,37145920100,"Census Tract 9201, Person County, North Carolina",60437,10806,6728,692,4759,528,1740,480,12,14,32,27,2,2,3rd Quintile,3,3,4,4,5,5,8,10,24,94,47,0.7073424494649228,0.25862068965517243,0.0017835909631391202,0.0047562425683709865,White
28470,Other/Unknown,Other/Unknown,NA,2020-07-24,Miami,FL,33193,Miami-Dade,Miami-Dade Police Department,Gunshot,Uncertain,Uncertain,Uncertain,Fleeing/Vehicle,Deadly force,12086017902,"Census Tract 179.02, Miami-Dade County, Florida",87942,10399,4572,1279,651,509,76,104,176,151,3669,1206,3,4,4th Quintile,4,5,6,7,7,8,12,16,39,154,77,0.14238845144356954,0.016622922134733157,0.03849518810148731,0.80249343832021,Hispanic/Latino
28471,Black,Black,NA,2020-07-24,Stockton,CA,95215,San Joaquin,San Joaquin County Sheriff's Office,Gunshot,Armed,Firearm/Replica firearm,Brandished weapon,Not fleeing,Deadly force,06077003601,"Census Tract 36.01, San Joaquin County, California",52866,7598,3068,501,1523,309,16,20,227,159,1168,280,2,2,2nd Quintile,2,3,3,3,4,4,6,8,18,71,36,0.49641460234680573,0.005215123859191656,0.07398956975228162,0.38070404172099087,NA
28487,White,White,NA,2020-07-24,Baytown,TX,77521,Harris,Harris County Sheriff's Office,Gunshot,Armed,Firearm/Rifle,Brandished weapon,Fleeing/Foot,Deadly force,48201253202,"Census Tract 2532.02, Harris County, Texas",37386,7611,3915,923,834,376,558,341,100,133,2117,794,1,1,1st Quintile,1,1,1,2,2,2,2,3,7,26,13,0.21302681992337164,0.1425287356321839,0.02554278416347382,0.5407407407407407,Hispanic/Latino
28465,Black,Black,NA,2020-07-23,Detroit,MI,48224,Wayne,Detroit Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,26163501000,"Census Tract 5010, Wayne County, Michigan",33906,7550,3212,938,36,55,3166,931,0,11,0,11,1,1,1st Quintile,1,1,1,1,1,1,2,2,5,19,10,0.0112079701120797,0.9856787048567871,0,0,Black
28466,White,White,NA,2020-07-23,Eureka,CA,95501,Humboldt,Eureka Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,06023000200,"Census Tract 2, Humboldt County, California",44087,5616,5981,790,3620,671,55,66,506,282,893,373,1,1,2nd Quintile,2,2,2,2,2,3,4,5,11,43,22,0.6052499582009697,0.00919578665774954,0.08460123725129577,0.14930613609764254,White
28486,Other/Unknown,Other/Unknown,NA,2020-07-23,Richmond,CA,94803,Contra Costa,Richmond Police Department,Gunshot,Armed,Firearm/Gun,Self-inflicted injury,Fleeing/Vehicle,No,06013360102,"Census Tract 3601.02, Contra Costa County, California",128781,11155,4601,763,2161,547,358,197,851,191,1117,549,3,4,5th Quintile,5,6,7,8,9,10,15,19,47,187,94,0.46968050423820906,0.07780917191914802,0.18495979134970658,0.2427733101499674,NA
28460,Other/Unknown,White,0.827313,2020-07-22,Clearwater,FL,33760,Pinellas,Largo Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Foot,Deadly force,12103024508,"Census Tract 245.08, Pinellas County, Florida",43679,3799,5167,803,3219,603,1154,519,205,151,516,318,1,1,2nd Quintile,2,2,2,2,2,3,4,5,11,42,21,0.6229920650280627,0.22334042964970002,0.03967485968647184,0.09986452486936327,White
28461,White,White,NA,2020-07-22,Oklahoma City,OK,73159,Cleveland,"Cleveland County Sheriff's Office, Oklahoma City Police Department",Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,40109107206,"Census Tract 1072.06, Oklahoma County, Oklahoma",38102,12990,4895,702,1655,300,674,442,126,117,1973,482,1,1,1st Quintile,1,1,1,2,2,2,3,3,7,27,14,0.338100102145046,0.1376915219611849,0.025740551583248214,0.40306435137895813,NA
28462,White,White,NA,2020-07-22,Waukesha,WI,53189,Waukesha,Waukesha County Sheriff's Office,Gunshot,Armed,Firearm/Rifle,Uncertain,Not fleeing,Deadly force,55133202102,"Census Tract 2021.02, Waukesha County, Wisconsin",102204,9955,5485,888,4674,893,30,32,144,89,537,222,3,4,5th Quintile,5,6,6,7,8,9,13,17,43,170,85,0.8521422060164083,0.0054694621695533276,0.02625341841385597,0.09790337283500455,White
28485,Other/Unknown,Other/Unknown,NA,2020-07-22,Bridgeville,PA,15017,Allegheny,Allegheny County Police Department,Gunshot,Armed,Firearm/Gun,Self-inflicted injury,Not fleeing,No,42003456003,"Census Tract 4560.03, Allegheny County, Pennsylvania",118824,27847,7007,501,5370,498,80,106,1493,460,34,40,3,4,5th Quintile,5,6,7,8,9,10,14,19,46,182,91,0.766376480662195,0.01141715427429713,0.21307264164407022,0.004852290566576281,White
28455,Black,Black,NA,2020-07-21,Sacramento,CA,95826,Sacramento,Sacramento Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,06067005205,"Census Tract 52.05, Sacramento County, California",38750,12527,2913,642,1198,393,182,96,292,157,1158,533,1,1,1st Quintile,1,1,1,2,2,2,3,3,8,29,15,0.4112598695502918,0.0624785444558874,0.10024030209406111,0.39752832131822863,NA
28450,Black,Black,NA,2020-07-20,Baton Rouge,LA,70820,East Baton Rouge,Baton Rouge Police Department,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,22033004013,"Census Tract 40.13, East Baton Rouge Parish, Louisiana",34100,8712,3819,986,1219,424,1442,933,630,475,89,68,1,1,1st Quintile,1,1,1,1,1,1,2,2,5,19,10,0.31919350615344333,0.37758575543335954,0.16496465043205027,0.023304529981670593,NA
28451,Other/Unknown,Hispanic/Latino,0.975483,2020-07-20,Chula Vista,CA,91913,San Diego,Chula Vista Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Foot,Deadly force,06073013418,"Census Tract 134.18, San Diego County, California",86818,12797,6242,784,954,288,398,345,675,328,4019,624,3,4,4th Quintile,4,5,6,7,7,8,12,16,38,152,76,0.15283562960589556,0.0637616148670298,0.1081384171739827,0.643864146107017,Hispanic/Latino
29994,Black,Black,NA,2020-07-19,Patchogue,NY,11772,Suffolk,Suffolk County Police Department,Asphyxiated/Restrained,NA,NA,NA,NA,Less-than-lethal force,36103159000,"Census Tract 1590, Suffolk County, New York",84484,11816,4417,674,3316,579,56,55,139,153,785,453,3,3,4th Quintile,4,5,6,6,7,8,12,15,37,148,74,0.750735793525017,0.012678288431061807,0.031469323069956985,0.17772243604256283,White
28447,Black,Black,NA,2020-07-18,Chicago Heights,IL,60411,Cook,Chicago Heights Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Foot,Deadly force,17031829100,"Census Tract 8291, Cook County, Illinois",26938,7311,3693,538,453,295,661,249,0,12,2579,522,1,1,1st Quintile,1,1,1,1,1,1,1,1,2,8,4,0.12266450040617384,0.17898727321960467,0,0.6983482263742214,Hispanic/Latino
28448,Other/Unknown,Black,0.982144,2020-07-18,Indianapolis,IN,46218,Marion,Indianapolis Metropolitan Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,18097350500,"Census Tract 3505, Marion County, Indiana",26305,6107,2379,485,153,134,1858,432,0,12,348,237,1,1,1st Quintile,1,1,1,1,1,1,1,1,2,8,4,0.06431273644388398,0.7810004203446826,0,0.14627994955863807,Black
28443,Other/Unknown,Black,0.964789,2020-07-17,Houston,TX,77033,Harris,U.S. Federal Bureau of Investigation,Gunshot,Armed,Firearm/Pellet gun,Brandished weapon,Not fleeing,Deadly force,48201332400,"Census Tract 3324, Harris County, Texas",39375,8923,4011,811,15,23,3087,737,0,14,689,260,1,1,1st Quintile,1,1,2,2,2,2,3,3,8,30,15,0.0037397157816005983,0.7696335078534031,0,0.1717776115681875,Black
28444,White,White,NA,2020-07-17,Fruita,CO,81521,Mesa,"Fruita Police Department, Mesa County Sheriff's Office",Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,08077001504,"Census Tract 15.04, Mesa County, Colorado",45423,8144,7132,686,6082,735,142,157,77,76,496,365,1,1,2nd Quintile,2,2,2,2,3,3,4,5,12,47,24,0.8527762198541784,0.019910263600673023,0.01079641054402692,0.06954570947840717,White
28484,Other/Unknown,Hispanic/Latino,0.957463,2020-07-17,Mesa,AZ,85202,Maricopa,U.S. Federal Bureau of Investigation,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,04013422104,"Census Tract 4221.04, Maricopa County, Arizona",38342,4315,5679,668,2035,450,700,458,144,110,1896,726,1,1,1st Quintile,1,1,1,2,2,2,3,3,7,28,14,0.35833773551681636,0.12326113752421201,0.025356576862123614,0.3338615953512942,NA
21860,White,White,NA,2020-07-16,Shoreline,WA,98133,King,King County Sheriff's Office,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,53033020700,"Census Tract 207, King County, Washington",81331,13352,4075,508,1972,356,564,234,614,227,607,469,3,3,4th Quintile,4,5,5,6,7,8,11,15,36,143,72,0.48392638036809815,0.13840490797546012,0.15067484662576688,0.14895705521472394,NA
28436,White,White,NA,2020-07-16,North Fort Myers,FL,33903,Lee,Lee County Sheriff's Office,Gunshot,Armed,Firearm/Rifle,Advanced toward officer(s),Not fleeing,Deadly force,12071020502,"Census Tract 205.02, Lee County, Florida",49342,11923,3704,459,3233,425,25,42,7,12,421,237,1,2,2nd Quintile,2,2,3,3,3,3,5,6,15,59,30,0.8728401727861771,0.006749460043196544,0.0018898488120950325,0.11366090712742981,White
28441,White,White,NA,2020-07-16,Benjamin,TX,79505,Knox,"Texas Department of Public Safety, Knox County Sheriff's Office",Gunshot,Armed,Firearm/Gun,Brandished weapon,Fleeing/Vehicle,Deadly force,48275950100,"Census Tract 9501, Knox County, Texas",35000,9620,1740,148,1136,111,19,22,42,58,500,115,1,1,1st Quintile,1,1,1,1,1,2,2,3,6,21,11,0.6528735632183909,0.010919540229885057,0.02413793103448276,0.28735632183908044,White
28623,Black,Black,NA,2020-07-16,Syracuse,NY,13208,Onondaga,Onondaga County Sheriff's Office,Gunshot,Unarmed,None,None,Fleeing/Vehicle,Deadly force,36067000501,"Census Tract 5.01, Onondaga County, New York",34531,5317,2480,565,751,270,782,463,475,231,189,112,1,1,1st Quintile,1,1,1,1,1,1,2,2,5,20,10,0.30282258064516127,0.3153225806451613,0.19153225806451613,0.07620967741935483,NA
21861,White,White,NA,2020-07-15,Shepherdsville,KY,40165,Bullitt,Kentucky State Police,Gunshot,Armed,Firearm/Rifle,Brandished weapon,Not fleeing,Deadly force,21029020703,"Census Tract 207.03, Bullitt County, Kentucky",66731,15339,4421,555,4073,584,36,43,73,82,133,168,2,3,3rd Quintile,3,4,4,5,6,6,9,12,28,112,56,0.9212847771997286,0.0081429540827867,0.016512101334539696,0.03008369147251753,White
28412,Black,Black,NA,2020-07-15,Stockton,CA,95219,San Joaquin,Stockton Police Department,Gunshot,Unarmed,None,None/Police alleged vehicular assault,Fleeing/Vehicle,Deadly force,06077004004,"Census Tract 40.04, San Joaquin County, California",96318,13101,7130,1093,1718,352,589,337,2383,713,1651,606,3,4,5th Quintile,5,5,6,7,8,9,13,17,41,164,82,0.24095371669004206,0.08260869565217391,0.33422159887798036,0.23155680224403927,NA
28429,White,White,NA,2020-07-14,Grand Ledge,MI,48837,Eaton,Eaton County Sheriff's Office,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,26045020302,"Census Tract 203.02, Eaton County, Michigan",92616,9527,7024,666,6146,676,301,185,91,75,161,111,3,4,4th Quintile,4,5,6,7,8,8,12,16,40,160,80,0.875,0.04285307517084282,0.012955580865603644,0.022921412300683373,White
28432,Other/Unknown,Hispanic/Latino,0.867123,2020-07-14,Knoxville,TN,37919,Knox,"Tennessee Highway Patrol, Knox County Sheriff's Office",Gunshot,Uncertain,Uncertain,Uncertain,Fleeing/Vehicle,Deadly force,47093002600,"Census Tract 26, Knox County, Tennessee",27989,5971,2682,453,1358,295,811,241,42,65,417,283,1,1,1st Quintile,1,1,1,1,1,1,1,1,3,10,5,0.506338553318419,0.302386278896346,0.015659955257270694,0.15548098434004473,White
28433,Other/Unknown,Hispanic/Latino,0.987474,2020-07-14,Deming,NM,88030,Luna,Deming Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,35029000100,"Census Tract 1, Luna County, New Mexico",30593,7023,5629,660,1786,394,73,74,54,83,3664,563,1,1,1st Quintile,1,1,1,1,1,1,1,2,4,13,7,0.3172854858767099,0.012968555693728904,0.009593178184402203,0.6509149049564754,Hispanic/Latino
28434,White,White,NA,2020-07-14,Morris Township,NJ,07950,Morris,Morris Plains Police Department,Gunshot,Armed,Firearm/Replica firearm,Brandished weapon,Not fleeing,Deadly force,34027043401,"Census Tract 434.01, Morris County, New Jersey",149414,35575,7145,709,6004,841,246,153,202,191,347,226,3,4,5th Quintile,5,6,7,8,9,10,15,20,49,193,97,0.8403079076277117,0.0344296710986704,0.02827151854443667,0.048565430370888736,White
28426,Other/Unknown,White,0.931488,2020-07-13,Rockwood,TN,37854,Roane,Rockwood Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Vehicle,Deadly force,47145030500,"Census Tract 305, Roane County, Tennessee",35350,10213,4490,485,4164,457,108,73,4,10,87,103,1,1,1st Quintile,1,1,1,1,1,2,2,3,6,22,11,0.9273942093541203,0.024053452115812918,8.908685968819599e-4,0.019376391982182627,White
28427,Other/Unknown,White,0.859022,2020-07-13,Mendota Heights,MN,55120,Dakota,Carver County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,27053980100,"Census Tract 9801, Hennepin County, Minnesota",20000,7763,223,67,165,64,55,31,0,9,0,9,1,1,1st Quintile,1,1,1,1,1,1,1,1,1,3,2,0.7399103139013453,0.24663677130044842,0,0,White
28430,Black,Black,NA,2020-07-13,Austell,GA,30168,Cobb,Cobb County Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,13067031321,"Census Tract 313.21, Cobb County, Georgia",38839,17185,2419,439,335,299,741,416,0,14,1343,624,1,1,1st Quintile,1,1,2,2,2,2,3,3,8,29,15,0.1384869780901199,0.30632492765605623,0,0.5551880942538239,Hispanic/Latino
28439,White,White,NA,2020-07-13,Bothel,WA,98011,King,Bothell Police Department,Gunshot,Armed,Firearm/Handgun,None,Not fleeing,Deadly force,53033021803,"Census Tract 218.03, King County, Washington",103871,15227,5565,814,4277,805,145,111,671,294,263,166,3,4,5th Quintile,5,6,6,7,8,9,13,18,43,172,86,0.7685534591194969,0.02605570530098832,0.12057502246181491,0.0472596585804133,White
28482,Other/Unknown,White,0.98712,2020-07-13,Arab,AL,35016,Marshall,Arab Police Department,Gunshot,Armed,Firearm/Gun,Self-inflicted injury,Not fleeing,No,01095030502,"Census Tract 305.02, Marshall County, Alabama",57007,12123,5241,728,5008,738,37,33,57,53,103,66,2,2,3rd Quintile,3,3,3,4,4,5,7,9,21,84,42,0.9555428353367678,0.007059721427208548,0.010875787063537493,0.019652738027094066,White
28483,Other/Unknown,Other/Unknown,NA,2020-07-13,Kansas City,MO,64134,Jackson,Jackson County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Self-inflicted injury,Not fleeing,No,29095988300,"Census Tract 9883, Jackson County, Missouri",76563,72600,118,47,86,33,0,12,16,26,11,18,3,3,4th Quintile,4,5,5,6,7,7,11,14,34,134,67,0.7288135593220338,0,0.13559322033898305,0.09322033898305085,White
28418,Other/Unknown,Hispanic/Latino,0.976125,2020-07-12,Chamblee,GA,30329,DeKalb,"Chamblee Police Department, Brookhaven Police Department",Gunshot,Armed,Firearm/Rifle,Used weapon,Not fleeing,Deadly force,13089021204,"Census Tract 212.04, DeKalb County, Georgia",26660,4403,2878,731,157,136,76,86,95,154,2550,748,1,1,1st Quintile,1,1,1,1,1,1,1,1,2,8,4,0.05455177206393329,0.02640722724113968,0.0330090340514246,0.8860319666435025,Hispanic/Latino
